uprn,house name,house number,street,licence start,licence expiry,permitted no of occupiers,address,postcode,licence type,licence reference number
100030000000,,53, Granville Street,14/02/2024,13/02/2029,3, Loughborough, LE11 3BL,Additional HMO licence,CBC-830005016949
100030000000,,24, Royland Road,08/01/2024,07/01/2029,4, Loughborough, LE11 2EH,Additional HMO licence,CBC-831869306426
100030000000,,201, Hermitage Road,14/03/2024,13/03/2029,4, Loughborough, LE11 4PD,Additional HMO licence,CBC-831904068140
100030000000,,10, Oxford Street,16/02/2024,15/02/2029,4, Loughborough, LE11 5DR,Additional HMO licence,CBC-832159132232
100030000000,,19, Leopold Street,08/03/2024,07/03/2029,3, Loughborough, LE11 5DL,Additional HMO licence,CBC-835721156134
100030000000,,41, Cumberland Road,17/10/2023,16/10/2028,4, Loughborough, LE11 5DE,Additional HMO licence,CBC-835930936780
100030000000,,122, Old Ashby Road,13/03/2024,12/03/2029,4, Loughborough, LE11 4PQ,Additional HMO licence,CBC-836995671022
100030000000,,35, Hermitage Road,28/03/2024,27/03/2029,4, Loughborough, LE11 4PA,Additional HMO licence,CBC-837808363842
100030000000,,22, George Street,10/02/2024,09/02/2029,5, Loughborough, LE11 5DQ,Additional HMO licence,CBC-838968153598
100030000000,,7, Broad Street,21/12/2023,20/12/2028,4, Loughborough, LE11 5AB,Additional HMO licence,CBC-843262589048
10094174736,"Apartment 10,  Williams House ",74, William Street,14/03/2024,13/03/2029,3, Loughborough, LE11 3BZ,Additional HMO licence,CBC-843703471077
100030000000,,27, Granville Street,28/03/2024,27/03/2029,4, Loughborough, LE11 3BL,Additional HMO licence,CBC-844285873402
100030000000,,14, Rupert Brooke Road,23/10/2023,22/10/2028,3, Loughborough, LE11 4NJ,Additional HMO licence,CBC-844479250896
100030000000,,80, Paget Street,07/03/2024,06/03/2029,4, Loughborough, LE11 5DT,Additional HMO licence,CBC-848043756900
100030000000,,108, Leopold Street,21/03/2024,20/03/2029,4, Loughborough, LE11 5DW,Additional HMO licence,CBC-849567513754
100030000000,,184, Sharpley Road,18/03/2024,17/03/2029,3, Loughborough, LE11 4PW,Additional HMO licence,CBC-854358209475
10023776740,East Grove Flat 8, Harry French Court ,Ashby Road,06/06/2024,05/06/2029,3,, LE11 3UN,Additional HMO licence,CBC-855089076951
100030000000,,39, Cumberland Road,02/04/2024,01/04/2029,4, Loughborough, LE11 5DE,Additional HMO licence,CBC-856772785725
100030000000,,13, George Street,28/03/2024,27/03/2029,4, Loughborough, LE11 5DQ,Additional HMO licence,CBC-856869960490
100030000000,,50, Paget Street,03/04/2024,02/04/2029,4, Loughborough, LE11 5DT,Additional HMO licence,CBC-858452288781
10004000877,,20, Goldfinch Close,11/12/2023,10/12/2028,4, Loughborough, LE11 3HG,Additional HMO licence,CBC-860177176643
100030000000,,25, Leopold Street,08/02/2024,07/02/2029,3, Loughborough, LE11 5DL,Additional HMO licence,CBC-861767016948
10023776696,Flat 50 Block E, The Holt ,Holt Drive,18/12/2024,17/12/2029,4,, LE11 3JB,Additional HMO licence,CBC-861957030307
10004000871,,14, Goldfinch Close,05/03/2024,04/03/2029,4, Loughborough, LE11 3HG,Additional HMO licence,CBC-862111513415
100030000000,,21, Station Street,09/05/2024,08/05/2029,3, Loughborough, LE11 5ED,Additional HMO licence,CBC-863848851404
100030000000,,60, Herbert Street,07/03/2024,06/03/2029,6, Loughborough, LE11 1NX,Additional HMO licence,CBC-864338426548
10023776695,Flat 49 Block E, The Holt ,Holt Drive,18/12/2024,17/12/2029,4,, LE11 3JB,Additional HMO licence,CBC-864989418968
100030000000,,36, Station Street,23/04/2024,22/04/2029,3, Loughborough, LE11 5ED,Additional HMO licence,CBC-865391224551
100030000000,,5, Granville Street,13/03/2024,12/03/2029,3, Loughborough, LE11 3BL,Additional HMO licence,CBC-865437675034
100030000000,,11a, Park Road,29/02/2024,28/02/2029,4, Loughborough, LE11 2ED,Additional HMO licence,CBC-865681584777
100030000000,,15, Chestnut Street,04/11/2023,03/11/2028,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-866749210683
10008151684,,12, Goods Yard Close,06/03/2024,05/03/2029,4, Loughborough, LE11 5EB,Additional HMO licence,CBC-869248090101
10094174735,"Apartment 9,  Williams House ",74, William Street,18/04/2024,17/04/2029,3, Loughborough, LE11 3BZ,Additional HMO licence,CBC-872871642489
10004000789,,8, Robin Mews,11/03/2024,10/03/2029,4, Loughborough, LE11 3HJ,Additional HMO licence,CBC-873800417077
100030000000,,263, Alan Moss Road,18/02/2025,17/02/2030,4, Loughborough, LE11 4LU,Additional HMO licence,CBC-874302520656
100030000000,,26, Royland Road,03/01/2024,02/01/2029,4, Loughborough, LE11 2EH,Additional HMO licence,CBC-874620620463
10004000726,,49, Kingfisher Way,23/05/2024,22/05/2029,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-880189951479
100030000000,,2, Chestnut Street,15/01/2024,14/01/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-883992446043
10004000852,,45, Adam Dale,15/02/2024,14/02/2029,3, Loughborough, LE11 3HD,Additional HMO licence,CBC-886066278216
100030000000,,18, Oaklands Avenue,26/03/2024,25/03/2029,4, Loughborough, LE11 3JF,Additional HMO licence,CBC-886533678252
100030000000,,20, Chestnut Street,07/03/2024,06/03/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-886593881273
100030000000,,8, Leopold Street,27/02/2024,26/02/2029,3, Loughborough, LE11 5DL,Additional HMO licence,CBC-886704049887
100030000000,,229, Alan Moss Road,15/05/2024,14/05/2029,4, Loughborough, LE11 4LT,Additional HMO licence,CBC-886963473795
10070073824,Flat 2 5,5, Devonshire Lane,23/02/2024,22/02/2029,0, Loughborough, LE11 3DW,Additional HMO licence,CBC-894632348431
10004000992,,Flat 30 23-30, Barnsdale Close,06/03/2024,05/03/2029,3, Loughborough, LE11 5AN,Additional HMO licence,CBC-896205601171
100030000000,,260, Alan Moss Road,13/12/2023,12/12/2028,4, Loughborough, LE11 4NA,Additional HMO licence,CBC-897223017909
100030000000,,23, Paget Street,12/04/2024,11/04/2029,3, Loughborough, LE11 5DS,Additional HMO licence,CBC-897879728821
100030000000,,37, Oaklands Avenue,28/10/2023,27/10/2028,4, Loughborough, LE11 3JF,Additional HMO licence,CBC-900428011238
10004000807,,16, Wren Close,05/03/2025,04/03/2030,4, Loughborough, LE11 3HL,Additional HMO licence,CBC-900960047268
10004000725,,47, Kingfisher Way,06/11/2023,05/11/2028,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-901221160010
100030000000,,103, Storer Road,17/10/2023,16/10/2028,3, Loughborough, LE11 5EH,Additional HMO licence,CBC-905471987533
100030000000,,21, Browning Road,20/12/2023,19/12/2028,4, Loughborough, LE11 4JL,Additional HMO licence,CBC-907517814082
100030000000,,143, Derby Road,19/02/2024,18/02/2029,5, Loughborough, LE11 5HJ,Additional HMO licence,CBC-907657473696
100030000000,,10, Hastings Street,26/03/2024,25/03/2029,3, Loughborough, LE11 5AX,Additional HMO licence,CBC-913301317825
100030000000,,3, Alfred Street,08/11/2023,07/11/2028,4, Loughborough, LE11 1NG,Additional HMO licence,CBC-913322812408
100030000000,,97, Leopold Street,31/10/2023,30/10/2028,4, Loughborough, LE11 5DW,Additional HMO licence,CBC-914488818442
100030000000,,50, Blackbrook Road,06/03/2025,05/03/2030,4, Loughborough, LE11 4PZ,Additional HMO licence,CBC-915565862521
100030000000,,8, Langdale Avenue,17/10/2023,16/10/2028,4, Loughborough, LE11 3RP,Additional HMO licence,CBC-916798583109
100030000000,,535, New Ashby Road,18/03/2024,17/03/2029,4, Loughborough, LE11 4EX,Additional HMO licence,CBC-917708633119
100030000000,,14, Rosebery Street,08/11/2023,07/11/2028,4, Loughborough, LE11 5DX,Additional HMO licence,CBC-922535457184
100030000000,,20, Havelock Street,14/03/2024,13/03/2029,4, Loughborough, LE11 5DH,Additional HMO licence,CBC-923012092100
100030000000,,4, Broad Street,21/12/2023,20/12/2028,3, Loughborough, LE11 5AB,Additional HMO licence,CBC-923525954041
10004000959,,63, Havelock Street,09/01/2025,08/01/2030,4, Loughborough, LE11 5DH,Additional HMO licence,CBC-926302629437
100030000000,,11, Derwent Drive,12/12/2023,11/12/2028,4, Loughborough, LE11 3RJ,Additional HMO licence,CBC-927440495446
100030000000,,30, Granville Street,18/12/2023,17/12/2028,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-928444235369
100030000000,,12, Rupert Brooke Road,30/01/2025,29/01/2030,4, Loughborough, LE11 4NJ,Additional HMO licence,CBC-929593876833
100030000000,,24, York Road,05/04/2024,04/04/2029,5, Loughborough, LE11 3DA,Additional HMO licence,CBC-929978912416
10012190279,,8, Churchgate Mews,28/03/2024,27/03/2029,3, Loughborough, LE11 1TZ,Additional HMO licence,CBC-930904321972
100030000000,,42, Granville Street,28/10/2023,27/10/2028,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-931514136949
100030000000,,99, Paget Street,02/11/2023,01/11/2028,3, Loughborough, LE11 5DT,Additional HMO licence,CBC-933055841397
100030000000,,119, Sharpley Road,28/03/2024,27/03/2029,4, Loughborough, LE11 4PL,Additional HMO licence,CBC-935385085530
100030000000,,64, Derby Road,05/03/2024,04/03/2029,4, Loughborough, LE11 5BX,Additional HMO licence,CBC-938004606474
100030000000,,33, Arthur Street,02/05/2024,01/05/2029,3, Loughborough, LE11 3AY,Additional HMO licence,CBC-938067487810
10004000720,,37, Kingfisher Way,26/02/2024,25/02/2029,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-938086086606
100030000000,,78, Paget Street,05/03/2024,04/03/2029,4, Loughborough, LE11 5DT,Additional HMO licence,CBC-938969036018
100030000000,,10, Burleigh Road,06/10/2023,05/10/2028,4, Loughborough, LE11 3BA,Additional HMO licence,CBC-939834947665
100030000000,,1, Speeds Pingle,04/03/2024,03/03/2029,4, Loughborough, LE11 5BN,Additional HMO licence,CBC-939854928466
100030000000,,58, Oxford Street,14/06/2024,13/06/2029,4, Loughborough, LE11 5DR,Additional HMO licence,CBC-941314409458
10070069950,Flat 9, Waterways 29, Derby Road,19/02/2024,18/02/2029,3, Loughborough, LE11 5AP,Additional HMO licence,CBC-941341941892
10012189941,,1a, Parklands Drive,21/02/2024,20/02/2029,4, Loughborough, LE11 2SZ,Additional HMO licence,CBC-943179933112
10023776649,Flat 2 Block A, The Holt ,Holt Drive,18/12/2024,17/12/2029,4,, LE11 3JB,Additional HMO licence,CBC-945699762392
100030000000,,36, Oxford Street,18/12/2023,17/12/2028,3, Loughborough, LE11 5DR,Additional HMO licence,CBC-946590035965
10023776670,Flat 23 Block B, The Holt ,Holt Drive,18/12/2024,17/12/2029,3,, LE11 3JB,Additional HMO licence,CBC-946823377341
10094174229,,2, Packe Street,21/12/2023,20/12/2028,4, Loughborough, LE11 3EZ,Additional HMO licence,CBC-947258849944
100030000000,,11, Abberton Way,27/03/2025,26/03/2030,3, Loughborough, LE11 4NX,Additional HMO licence,CBC-948210758638
100030000000,,14, Stirling Avenue,02/11/2023,01/11/2028,4, Loughborough, LE11 4LJ,Additional HMO licence,CBC-948247275260
100030000000,,37, Paget Street,12/03/2024,11/03/2029,4, Loughborough, LE11 5DS,Additional HMO licence,CBC-949240344836
10004000960,,65, Havelock Street,11/01/2024,10/01/2029,4, Loughborough, LE11 5DH,Additional HMO licence,CBC-949649839173
100030000000,,9, Bishop Street,02/05/2024,01/05/2029,3, Loughborough, LE11 1DR,Additional HMO licence,CBC-950947646587
100030000000,,24, Oxford Street,15/12/2023,14/12/2028,3, Loughborough, LE11 5DR,Additional HMO licence,CBC-951196572185
100030000000,,St Andrews Cottage 7, Church Lane,27/04/2023,26/04/2028,6, Leicester, LE4 8DR,Additional HMO licence,CBC-953092859106
100030000000,,16, Chestnut Street,28/02/2024,27/02/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-953171048592
100030000000,,61, Station Street,18/03/2024,17/03/2029,3, Loughborough, LE11 5EE,Additional HMO licence,CBC-955547489476
10004000876,,19, Goldfinch Close,18/12/2023,17/12/2028,4, Loughborough, LE11 3HG,Additional HMO licence,CBC-955659052798
100030000000,,12, Grange Street,19/03/2024,18/03/2029,4, Loughborough, LE11 1QG,Additional HMO licence,CBC-959966153491
100030000000,,24, Alan Moss Road,23/05/2024,22/05/2029,4, Loughborough, LE11 5LX,Additional HMO licence,CBC-960456222106
100030000000,,38, Leopold Street,28/10/2023,27/10/2028,4, Loughborough, LE11 5DL,Additional HMO licence,CBC-961026043127
100030000000,,111, Storer Road,11/03/2024,10/03/2029,4, Loughborough, LE11 5EH,Additional HMO licence,CBC-965158842450
100030000000,,47a, Market Street,09/01/2025,08/01/2030,4, Loughborough, LE11 3ER,Additional HMO licence,CBC-965609879853
100030000000,,70, Forest Road,28/03/2024,27/03/2029,3, Loughborough, LE11 3NP,Additional HMO licence,CBC-965861260589
100030000000,,32, Curzon Street,11/03/2024,10/03/2029,4, Loughborough, LE11 3BQ,Additional HMO licence,CBC-966258642012
100030000000,,6, Garton Road,22/04/2024,21/04/2029,4, Loughborough, LE11 2DY,Additional HMO licence,CBC-969436069764
10023776661,Flat 14 Block A, The Holt ,Holt Drive,18/12/2024,17/12/2029,4,, LE11 3JB,Additional HMO licence,CBC-969454796246
100030000000,,18, Edward Street,16/02/2024,15/02/2029,4, Loughborough, LE11 1QF,Additional HMO licence,CBC-971123109369
100030000000,,39a, Leopold Street,18/03/2024,17/03/2029,3, Loughborough, LE11 5DL,Additional HMO licence,CBC-976149233849
100030000000,,70, Havelock Street,19/02/2024,18/02/2029,3, Loughborough, LE11 5DH,Additional HMO licence,CBC-977136734471
10013597853,Gimson House Flat 30, William Morris Hall ,Ashby Road,26/12/2024,25/12/2029,3,, LE11 3TQ,Additional HMO licence,CBC-978092144890
100030000000,,109, Leopold Street,01/05/2024,30/04/2029,3, Loughborough, LE11 5DW,Additional HMO licence,CBC-980860950965
100030000000,,150, Alan Moss Road,25/02/2024,24/02/2029,4, Loughborough, LE11 5LY,Additional HMO licence,CBC-980928349954
100030000000,,130, Leopold Street,26/02/2024,25/02/2029,4, Loughborough, LE11 5DW,Additional HMO licence,CBC-981231791009
100030000000,,125, Paget Street,16/10/2023,15/10/2028,4, Loughborough, LE11 5DU,Additional HMO licence,CBC-982245237304
100030000000,,33, Paget Street,25/03/2024,24/03/2029,4, Loughborough, LE11 5DS,Additional HMO licence,CBC-983400902683
100030000000,,45, Rosebery Street,08/03/2024,07/03/2029,4, Loughborough, LE11 5DX,Additional HMO licence,CBC-990339626890
100030000000,,4, Chestnut Street,15/01/2024,14/01/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-991806862030
100030000000,,5, Paget Street,22/02/2024,21/02/2029,4, Loughborough, LE11 5DS,Additional HMO licence,CBC-992945819677
100030000000,,92a, Ashby Road,05/11/2023,04/11/2028,5, Loughborough, LE11 3AE,Additional HMO licence,CBC-995704020108
10008151648,,1, Wheel Tappers Way,06/08/2024,05/08/2029,4, Loughborough, LE11 5EA,Additional HMO licence,CBC-996028562565
100030000000,,72, Park Road,29/02/2024,28/02/2029,4, Loughborough, LE11 2HH,Additional HMO licence,CBC-997234878457
100030000000,,101, Ashby Road,05/07/2023,04/07/2028,8, Loughborough, LE11 3AB,Mandatory HMO licence,CBC-000575708164
10004002180,,1, Bridgeland Road,21/04/2023,20/04/2028,6, Loughborough, LE11 1GE,Mandatory HMO licence,CBC-003786751316
100030000000,,21, Radmoor Road,14/03/2024,13/03/2029,6, Loughborough, LE11 3BP,Mandatory HMO licence,CBC-004365007453
10070069920,Flat 5, Waterways 23, Derby Road,04/03/2024,03/03/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-004630775700
100032000000,Highfields House, William Morris Hall ,Ashby Road,25/04/2024,24/04/2029,9,, LE11 3TQ,Mandatory HMO licence,CBC-005293436313
10070075179,,Flat 86-88, Ashby Road,23/05/2024,22/05/2029,9, Loughborough, LE11 3AE,Mandatory HMO licence,CBC-005330192051
10013597455,Room 9, Cedar Lodge 186a, Ashby Road,20/06/2024,19/06/2029,8,, LE11 3AG,Mandatory HMO licence,CBC-005468319126
10070073601,,83, Atherstone Road,11/04/2024,10/04/2029,5, Loughborough, LE11 2SH,Mandatory HMO licence,CBC-007318445369
10012192329,,Flat 1 31, Clarence Street,26/07/2023,04/12/2027,6, Loughborough, LE11 1DY,Mandatory HMO licence,CBC-007398568426
100030000000,,94, Derby Road,27/04/2023,04/10/2027,7, Loughborough, LE11 5AG,Mandatory HMO licence,CBC-007683898160
100030000000,,20, Ratcliffe Road,30/08/2023,30/10/2027,6, Loughborough, LE11 1LQ,Mandatory HMO licence,CBC-010043131943
100030000000,,Tynte House 188, Ashby Road,18/12/2024,17/12/2029,8, Loughborough, LE11 3AG,Mandatory HMO licence,CBC-012647667218
100030000000,,5, Arthur Street,23/04/2024,22/04/2029,5, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-012899767496
100030000000,,78, Leopold Street,27/04/2023,07/10/2027,5, Loughborough, LE11 5DN,Mandatory HMO licence,CBC-014953617401
100030000000,,335, New Ashby Road,14/02/2024,13/02/2029,5, Loughborough, LE11 4ET,Mandatory HMO licence,CBC-016602023792
100030000000,,28, Frederick Street,24/08/2023,23/08/2028,5, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-018071213673
10012189944,,6a, Havelock Street,24/11/2021,23/11/2026,0, Loughborough, LE11 5DH,Mandatory HMO licence,CBC-018767867225
10070065647,,252b, Seagrave Road,13/12/2021,12/12/2026,0, Loughborough, LE12 7NJ,Mandatory HMO licence,CBC-022782265843
10013597556,Room 9, Chestnut Lodge 188a, Ashby Road,06/06/2024,05/06/2029,8,, LE11 3AG,Mandatory HMO licence,CBC-024092024027
100030000000,,122, Leopold Street,12/03/2021,30/11/2025,0, Loughborough, LE11 5DW,Mandatory HMO licence,CBC-024107236800
10008150860,,The Carpenters Arms,Wharncliffe Road,14/09/2023,04/11/2027,12, Loughborough, LE11 1SL,Mandatory HMO licence,CBC-025608230631
100030000000,,45, Garendon Green,24/01/2024,18/10/2028,6, Loughborough, LE11 4QA,Mandatory HMO licence,CBC-026313419288
100030000000,,453, New Ashby Road,14/03/2024,13/03/2029,5, Loughborough, LE11 4EU,Mandatory HMO licence,CBC-026496543199
100030000000,,101, Knightthorpe Road,12/04/2024,11/04/2029,8, Loughborough, LE11 5JR,Mandatory HMO licence,CBC-028646452783
100030000000,,9, Coniston Crescent,22/03/2021,21/03/2026,0, Loughborough, LE11 3RQ,Mandatory HMO licence,CBC-031582612691
10004000869,,11, Goldfinch Close,26/02/2024,25/02/2029,5, Loughborough, LE11 3HG,Mandatory HMO licence,CBC-031897308485
100030000000,,5, Forest Road,27/07/2023,10/08/2027,6, Loughborough, LE11 3NW,Mandatory HMO licence,CBC-033234153499
100030000000,,82, Station Street,01/04/2025,31/03/2030,5, Loughborough, LE11 5EF,Mandatory HMO licence,CBC-034203020635
100030000000,,13, Brookfield Avenue,25/04/2024,24/04/2029,6, Loughborough, LE11 3LN,Mandatory HMO licence,CBC-038192359799
100030000000,,184, Old Ashby Road,20/05/2024,19/05/2029,6, Loughborough, LE11 4PQ,Mandatory HMO licence,CBC-040376555489
100030000000,,23, Broad Street,11/05/2023,10/05/2028,5, Loughborough, LE11 5AB,Mandatory HMO licence,CBC-040390653131
10070069942,Flat 1, Waterways 29, Derby Road,20/02/2024,19/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-040794874318
10023776652,Flat 5 Block A, The Holt ,Holt Drive,27/11/2024,26/11/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-040809167237
100030000000,,22, Arthur Street,12/07/2022,20/10/2026,0, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-041492233548
100030000000,,96, Derby Road,27/04/2023,04/10/2027,6, Loughborough, LE11 5AG,Mandatory HMO licence,CBC-041606427126
