Licence type,Licence reference number,Property address,UPRN,Licence start date,Licence end date,Maximum permitted occupants
Mandatory HMO licence,CBC-313592027084,"15, Towles Mill Queens Road, Loughborough, LE11 1GG",10004000067,13/06/2024,12/06/2029,6
Mandatory HMO licence,CBC-026496543199,"453, New Ashby Road, Loughborough, LE11 4EU",1.0003E+11,14/03/2024,13/03/2029,5
Mandatory HMO licence,CBC-811092317597,"3, Garendon Road, Loughborough, LE11 4QB",1.0003E+11,14/03/2024,13/03/2029,6
Mandatory HMO licence,CBC-645860421159,"517, New Ashby Road, Loughborough, LE11 4EU",1.0003E+11,14/03/2024,13/03/2029,6
Mandatory HMO licence,CBC-514404880652,"2, Towles Mill Queens Road, Loughborough, LE11 1GG",10004000055,20/03/2024,19/03/2029,6
Mandatory HMO licence,CBC-207746285150,"39, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-872266300801,"60, Frederick Street, Loughborough, LE11 3BJ",1.0003E+11,23/02/2024,22/02/2029,6
Mandatory HMO licence,CBC-861685236614,"66, Frederick Street, Loughborough, LE11 3BJ",1.0003E+11,23/02/2024,22/02/2029,6
Mandatory HMO licence,CBC-156182641922,"68, Frederick Street, Loughborough, LE11 3BJ",1.0003E+11,08/03/2024,07/03/2029,6
Mandatory HMO licence,CBC-484977062099,"54, York Road, Loughborough, LE11 3DA",1.0003E+11,25/03/2024,24/03/2029,5
Mandatory HMO licence,CBC-228198852562,"14, Schofield Road, Loughborough, LE11 4QJ",1.0003E+11,06/12/2023,18/10/2028,6
Mandatory HMO licence,CBC-508801883718,"Flat 1, May Mills House 59, Forest Road, Loughborough, LE11 3NW",10096754833,14/03/2024,13/03/2029,5
Mandatory HMO licence,CBC-734918624644,"Flat 3, May Mills House 59, Forest Road, Loughborough, LE11 3NW",10096754835,18/03/2024,17/03/2029,5
Mandatory HMO licence,CBC-682195010898,"143, Forest Road, Loughborough, LE11 3HS",1.0003E+11,22/01/2024,24/10/2028,6
Mandatory HMO licence,CBC-542950063722,"319, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,09/05/2024,08/05/2029,5
Mandatory HMO licence,CBC-082888366817,"29, Nanpantan Road, Loughborough, LE11 3ST",1.0003E+11,20/03/2024,19/03/2029,5
Mandatory HMO licence,CBC-849724703059,"22, Coniston Crescent, Loughborough, LE11 3RH",1.0003E+11,26/03/2024,25/03/2029,5
Mandatory HMO licence,CBC-026313419288,"45, Garendon Green, Loughborough, LE11 4QA",1.0003E+11,24/01/2024,18/10/2028,6
Mandatory HMO licence,CBC-369820764235,"4, Schofield Road, Loughborough, LE11 4QJ",1.0003E+11,07/03/2024,06/03/2029,6
Mandatory HMO licence,CBC-113086677533,"36, Ashleigh Drive, Loughborough, LE11 3HW",1.0003E+11,26/03/2024,25/03/2029,8
Mandatory HMO licence,CBC-613645932525,"507, New Ashby Road, Loughborough, LE11 4EU",1.0003E+11,22/01/2024,06/11/2028,5
Mandatory HMO licence,CBC-627455286710,"505, New Ashby Road, Loughborough, LE11 4EU",1.0003E+11,24/01/2024,14/11/2028,5
Mandatory HMO licence,CBC-504812672193,"67, Lansdowne Drive, Loughborough, LE11 2BX",1.0003E+11,20/02/2024,19/02/2029,5
Mandatory HMO licence,CBC-124193258577,"42, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,19/02/2024,18/02/2029,6
Mandatory HMO licence,CBC-433041102405,"30, York Road, Loughborough, LE11 3DA",1.0003E+11,03/04/2024,02/04/2029,5
Mandatory HMO licence,CBC-335370583068,"32, York Road, Loughborough, LE11 3DA",1.0003E+11,03/04/2024,02/04/2029,5
Mandatory HMO licence,CBC-664760747976,"37, York Road, Loughborough, LE11 3DA",1.0003E+11,05/03/2024,04/03/2029,7
Mandatory HMO licence,CBC-220498058097,"25, Storer Road, Loughborough, LE11 5EQ",1.0003E+11,23/01/2024,22/01/2029,6
Mandatory HMO licence,CBC-094449773771,"11, Pen Lane Avenue, Leicester, LE4 3NL",10023776224,21/11/2023,20/11/2028,6
Mandatory HMO licence,CBC-395350067340,"73, William Street, Loughborough, LE11 3BX",1.0003E+11,25/03/2024,24/03/2029,6
Mandatory HMO licence,CBC-190118820459,"26, Brisco Avenue, Loughborough, LE11 5HB",1.0003E+11,06/12/2023,31/10/2028,6
Mandatory HMO licence,CBC-738241226642,"61, Sparrow Hill, Loughborough, LE11 1BU",1.0003E+11,25/03/2024,24/03/2029,6
Mandatory HMO licence,CBC-256465568409,"23, Kingfisher Way, Loughborough, LE11 3NF",10004000713,07/12/2023,06/12/2028,5
Mandatory HMO licence,CBC-857230019468,"457, New Ashby Road, Loughborough, LE11 4EU",1.0003E+11,05/03/2024,04/03/2029,5
Mandatory HMO licence,CBC-083769958665,"39, Station Street, Loughborough, LE11 5ED",1.0003E+11,21/02/2024,20/02/2029,5
Mandatory HMO licence,CBC-229400152355,"27, Garendon Road, Loughborough, LE11 4QB",1.0003E+11,28/03/2024,27/03/2029,5
Mandatory HMO licence,CBC-490386193156,"41, Kingfisher Way, Loughborough, LE11 3NF",10004000722,28/02/2024,27/02/2029,5
Mandatory HMO licence,CBC-562008402097,"82, Gracedieu Road, Loughborough, LE11 4QG",1.0003E+11,10/11/2023,09/11/2028,6
Mandatory HMO licence,CBC-302704088586,"2, Brisco Avenue, Loughborough, LE11 5HB",1.0003E+11,03/04/2024,02/04/2029,7
Mandatory HMO licence,CBC-346355512957,"30, Coniston Crescent, Loughborough, LE11 3RH",1.0003E+11,14/02/2024,13/02/2029,6
Mandatory HMO licence,CBC-855500049575,"180, Hermitage Road, Loughborough, LE11 4PF",1.0003E+11,26/03/2024,25/03/2029,6
Mandatory HMO licence,CBC-770495476203,"37, Coniston Crescent, Loughborough, LE11 3RQ",1.0003E+11,29/11/2023,28/11/2028,6
Mandatory HMO licence,CBC-933217943706,"46, Old Ashby Road, Loughborough, LE11 4PG",1.0003E+11,14/02/2024,13/02/2029,5
Mandatory HMO licence,CBC-451539171070,"43, Blackbrook Road, Loughborough, LE11 4PY",1.0003E+11,14/02/2024,13/02/2029,6
Mandatory HMO licence,CBC-076610430549,"59, Gracedieu Road, Loughborough, LE11 4QF",1.0003E+11,14/02/2024,13/02/2029,5
Mandatory HMO licence,CBC-832371713961,"57, Gracedieu Road, Loughborough, LE11 4QF",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-442912337743,"54, Gracedieu Road, Loughborough, LE11 4QG",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-785340905494,"49, Gracedieu Road, Loughborough, LE11 4QF",1.0003E+11,11/04/2024,10/04/2029,5
Mandatory HMO licence,CBC-075270243304,"41, Gracedieu Road, Loughborough, LE11 4QF",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-016602023792,"335, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,14/02/2024,13/02/2029,5
Mandatory HMO licence,CBC-271821148517,"52, Gracedieu Road, Loughborough, LE11 4QG",1.0003E+11,11/04/2024,10/04/2029,5
Mandatory HMO licence,CBC-090065599995,"24, Bridge Street, Loughborough, LE11 1NH",1.0003E+11,11/04/2024,10/04/2029,5
Mandatory HMO licence,CBC-007318445369,"83, Atherstone Road, Loughborough, LE11 2SH",10070073601,11/04/2024,10/04/2029,5
Mandatory HMO licence,CBC-963188104526,"69, Nanpantan Road, Loughborough, LE11 3ST",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-725476910103,"16, Ambleside Close, Loughborough, LE11 3SH",1.0003E+11,11/04/2024,10/04/2029,7
Mandatory HMO licence,CBC-103738080493,"11, Westmorland Avenue, Loughborough, LE11 3RY",1.0003E+11,11/04/2024,10/04/2029,7
Mandatory HMO licence,CBC-707879249383,"5, Rydal Avenue, Loughborough, LE11 3RU",1.0003E+11,11/04/2024,10/04/2029,5
Mandatory HMO licence,CBC-162599611993,"20, Gracedieu Road, Loughborough, LE11 4QG",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-589426542933,"2, Garendon Road, Loughborough, LE11 4QD",1.0003E+11,01/04/2024,31/03/2029,6
Mandatory HMO licence,CBC-491534512756,"4, Garendon Road, Loughborough, LE11 4QD",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-493674125202,"8, Garendon Road, Loughborough, LE11 4QD",1.0003E+11,11/04/2024,10/04/2029,5
Mandatory HMO licence,CBC-166379931984,"10, Garendon Road, Loughborough, LE11 4QD",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-528355868169,"36, Garendon Road, Loughborough, LE11 4QD",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-890444278532,"238, Alan Moss Road, Loughborough, LE11 4LZ",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-942738172123,"10, Tennyson Road, Loughborough, LE11 4LE",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-558028790449,"15a, Clifford Road, Loughborough, LE11 5NG",10004002214,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-141993693960,"471, New Ashby Road, Loughborough, LE11 4EU",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-668362886243,"90, Gracedieu Road, Loughborough, LE11 4QG",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-865956546899,"56, Gracedieu Road, Loughborough, LE11 4QG",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-197715167123,"12, Tennyson Road, Loughborough, LE11 4LE",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-474106275390,"222, Alan Moss Road, Loughborough, LE11 4LZ",1.0003E+11,15/11/2023,14/11/2028,5
Mandatory HMO licence,CBC-143949442070,"17, Garendon Road, Loughborough, LE11 4QB",1.0003E+11,05/04/2024,04/04/2029,6
Mandatory HMO licence,CBC-374326620613,"2, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,18/04/2024,17/04/2029,5
Mandatory HMO licence,CBC-163282742314,"74, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,30/07/2024,29/07/2029,5
Mandatory HMO licence,CBC-798310272046,"7, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,05/03/2024,04/03/2029,5
Mandatory HMO licence,CBC-801508194104,"7, Towles Mill Queens Road, Loughborough, LE11 1GG",10004000060,04/03/2024,03/03/2029,6
Mandatory HMO licence,CBC-825350282568,"55, Garendon Road, Loughborough, LE11 4QB",1.0003E+11,27/02/2024,26/02/2029,5
Mandatory HMO licence,CBC-938851976745,"67, Frederick Street, Loughborough, LE11 3BH",1.0003E+11,03/04/2024,02/04/2029,6
Mandatory HMO licence,CBC-159387542545,"15, Broad Street, Loughborough, LE11 5AB",1.0003E+11,25/03/2024,24/03/2029,5
Mandatory HMO licence,CBC-241116844748,"14, Broad Street, Loughborough, LE11 5AB",1.0003E+11,25/03/2024,24/03/2029,5
Mandatory HMO licence,CBC-115585818412,"13, Broad Street, Loughborough, LE11 5AB",1.0003E+11,14/02/2024,13/02/2029,5
Mandatory HMO licence,CBC-710804405020,"53, Storer Road, Loughborough, LE11 5EH",1.0003E+11,17/04/2024,16/04/2029,6
Mandatory HMO licence,CBC-790706500823,"5, Wordsworth Road, Loughborough, LE11 4LG",1.0003E+11,28/02/2024,27/02/2029,6
Mandatory HMO licence,CBC-074250248486,"78, Sharpley Road, Loughborough, LE11 4PN",1.0003E+11,01/04/2024,31/03/2029,5
Mandatory HMO licence,CBC-846692778797,"20, Radmoor Road, Loughborough, LE11 3BS",10013598390,25/03/2024,24/03/2029,6
Mandatory HMO licence,CBC-124528367846,"29, Shelthorpe Road, Loughborough, LE11 2PB",1.0003E+11,22/02/2024,21/02/2029,8
Mandatory HMO licence,CBC-623416774496,"147, Hermitage Road, Loughborough, LE11 4PB",1.0003E+11,25/03/2024,24/03/2029,5
Mandatory HMO licence,CBC-792570580413,"3, Ashby Crescent, Loughborough, LE11 4ES",1.0003E+11,07/03/2024,06/03/2029,5
Mandatory HMO licence,CBC-096512223955,"89, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,27/03/2024,26/03/2029,6
Mandatory HMO licence,CBC-151823079836,"10, Heathcoat Street, Loughborough, LE11 3BW",1.0003E+11,30/05/2024,29/05/2029,5
Mandatory HMO licence,CBC-745171955170,"4, Radmoor Road, Loughborough, LE11 3BS",1.0003E+11,09/05/2024,08/05/2029,5
Mandatory HMO licence,CBC-769716085481,"20, Edward Street, Loughborough, LE11 1QF",1.0003E+11,07/03/2024,06/03/2029,6
Mandatory HMO licence,CBC-946573891765,"12, Squirrel Way, Loughborough, LE11 3GP",1.0003E+11,26/03/2024,25/03/2029,6
Mandatory HMO licence,CBC-493178344694,"34, Beacon Road, Loughborough, LE11 2BQ",1.0003E+11,16/04/2024,15/04/2029,6
Mandatory HMO licence,CBC-847720656596,"155, Meadow Lane, Loughborough, LE11 1JX",1.0003E+11,09/05/2024,08/05/2029,12
Mandatory HMO licence,CBC-305033878781,"31, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,14/03/2024,13/03/2029,6
Mandatory HMO licence,CBC-568719218564,"27, Storer Road, Loughborough, LE11 5EQ",1.0003E+11,26/03/2024,25/03/2029,5
Mandatory HMO licence,CBC-931422354184,"43, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,26/03/2024,25/03/2029,5
Mandatory HMO licence,CBC-365705391883,"96, Frederick Street, Loughborough, LE11 3BJ",1.0003E+11,12/07/2024,11/07/2029,6
Mandatory HMO licence,CBC-861368089226,"180, Ashby Road, Loughborough, LE11 3AG",1.0003E+11,07/03/2024,06/03/2029,6
Mandatory HMO licence,CBC-922369509435,"4, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,14/02/2024,13/02/2029,6
Mandatory HMO licence,CBC-202495344651,"5, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,14/03/2024,13/03/2029,5
Mandatory HMO licence,CBC-474016161275,"3, Wheel Tappers Way, Loughborough, LE11 5EA",10008151649,02/05/2024,01/05/2029,5
Mandatory HMO licence,CBC-594725760436,"9, Wheel Tappers Way, Loughborough, LE11 5EA",10008151652,02/05/2024,01/05/2029,5
Mandatory HMO licence,CBC-637190781643,"47, Ashleigh Drive, Loughborough, LE11 3HN",1.0003E+11,22/04/2024,21/04/2029,6
Mandatory HMO licence,CBC-435334738951,"11, Towles Mill Queens Road, Loughborough, LE11 1GG",10004000064,27/02/2024,26/02/2029,6
Mandatory HMO licence,CBC-815341090831,"47, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,27/02/2024,26/02/2029,6
Mandatory HMO licence,CBC-785921382976,"6, Goldfinch Close, Loughborough, LE11 3HG",10004000864,14/03/2024,13/03/2029,7
Mandatory HMO licence,CBC-667560021502,"100, Derby Road, Loughborough, LE11 5AG",1.0003E+11,22/02/2024,21/02/2029,6
Mandatory HMO licence,CBC-614661966472,"118, Blackbrook Road, Loughborough, LE11 4PZ",1.0003E+11,18/03/2024,17/03/2029,5
Mandatory HMO licence,CBC-300168899037,"5, Adam Dale, Loughborough, LE11 3HD",10004000813,25/04/2024,24/04/2029,5
Mandatory HMO licence,CBC-629084514059,"9, Chester Close, Loughborough, LE11 3BD",1.0003E+11,25/04/2024,24/04/2029,5
Mandatory HMO licence,CBC-400476192685,"24, Heathcoat Street, Loughborough, LE11 3BW",2.00001E+11,07/05/2024,06/05/2029,10
Mandatory HMO licence,CBC-592861551316,"170, Byron Street, Loughborough, LE11 5JW",1.0003E+11,05/04/2024,04/04/2029,7
Mandatory HMO licence,CBC-983306185444,"4, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,29/02/2024,28/02/2029,5
Mandatory HMO licence,CBC-808405086476,"50, Beacon Road, Loughborough, LE11 2BQ",1.0003E+11,18/03/2024,17/03/2029,6
Mandatory HMO licence,CBC-639713246021,"1, Bainbridge Road, Loughborough, LE11 2LE",1.0003E+11,16/04/2024,15/04/2029,6
Mandatory HMO licence,CBC-941131847128,"31, Curzon Street, Loughborough, LE11 3BQ",1.0003E+11,28/03/2024,27/03/2029,7
Mandatory HMO licence,CBC-086247698088,"90, Limehurst Avenue, Loughborough, LE11 1PF",1.0003E+11,18/03/2024,17/03/2029,6
Mandatory HMO licence,CBC-483148790922,"18a, The Rushes, Loughborough, LE11 5BE",10012189550,18/03/2024,17/03/2029,8
Mandatory HMO licence,CBC-391058736563,"Condor Manor 200, Ashby Road, Loughborough, LE11 3AG",1.0003E+11,19/04/2024,18/04/2029,6
Mandatory HMO licence,CBC-903377667260,"Condor Mansion 198, Ashby Road, Loughborough, LE11 3AG",1.00032E+11,19/04/2024,18/04/2029,5
Mandatory HMO licence,CBC-950932923057,"Condor Castle 196, Ashby Road, Loughborough, LE11 3AG",1.0003E+11,19/04/2024,18/04/2029,8
Mandatory HMO licence,CBC-490845505361,"55, Storer Road, Loughborough, LE11 5EH",1.0003E+11,25/03/2024,24/03/2029,6
Mandatory HMO licence,CBC-363058085518,"75, Storer Road, Loughborough, LE11 5EH",1.0003E+11,25/03/2024,24/03/2029,5
Mandatory HMO licence,CBC-990360958636,"55, Radmoor Road, Loughborough, LE11 3BP",10004001118,25/03/2024,24/03/2029,6
Mandatory HMO licence,CBC-542503137734,"57, Radmoor Road, Loughborough, LE11 3BP",10004001119,26/02/2024,25/02/2029,6
Mandatory HMO licence,CBC-530690065036,"8, Westfield Drive, Loughborough, LE11 3QL",1.0003E+11,26/02/2024,25/02/2029,6
Mandatory HMO licence,CBC-656402420307,"6, Pleasant Close, Loughborough, LE11 5BF",1.0003E+11,04/03/2024,03/03/2029,4
Mandatory HMO licence,CBC-164232509405,"69-70, Paget Street, Loughborough, LE11 5DT",1.0003E+11,26/04/2024,25/04/2029,7
Mandatory HMO licence,CBC-754343657775,"113, Sharpley Road, Loughborough, LE11 4PL",1.0003E+11,26/04/2024,25/04/2029,5
Mandatory HMO licence,CBC-421072300742,"134, Sharpley Road, Loughborough, LE11 4PW",1.0003E+11,28/03/2024,27/03/2029,5
Mandatory HMO licence,CBC-031897308485,"11, Goldfinch Close, Loughborough, LE11 3HG",10004000869,26/02/2024,25/02/2029,5
Mandatory HMO licence,CBC-697629764363,"29, Goods Yard Close, Loughborough, LE11 5EB",10008151667,04/03/2024,03/03/2029,6
Mandatory HMO licence,CBC-112866312802,"110, Old Ashby Road, Loughborough, LE11 4PQ",1.0003E+11,05/03/2024,04/03/2029,4
Mandatory HMO licence,CBC-244970935431,"13, Keswick Avenue, Loughborough, LE11 3RL",1.0003E+11,29/02/2024,28/02/2029,6
Mandatory HMO licence,CBC-092825717018,"16, Heathcoat Street, Loughborough, LE11 3BW",1.0003E+11,29/02/2024,28/02/2029,5
Mandatory HMO licence,CBC-381272932005,"227, Forest Road, Loughborough, LE11 3HS",1.0003E+11,01/03/2024,28/02/2029,6
Mandatory HMO licence,CBC-867751685584,"8, Caldwell Street, Loughborough, LE11 3BB",1.0003E+11,29/02/2024,28/02/2029,5
Mandatory HMO licence,CBC-083407122803,"118, Forest Road, Loughborough, LE11 3NR",1.0003E+11,29/02/2024,28/02/2029,7
Mandatory HMO licence,CBC-604774829706,"70, Park Road, Loughborough, LE11 2HH",1.0003E+11,04/03/2024,03/03/2029,6
Mandatory HMO licence,CBC-949776775659,"145, Hermitage Road, Loughborough, LE11 4PB",1.0003E+11,28/03/2024,27/03/2029,5
Mandatory HMO licence,CBC-756040565001,"189, Sharpley Road, Loughborough, LE11 4PL",1.0003E+11,28/03/2024,27/03/2029,5
Mandatory HMO licence,CBC-211206218972,"71, Kirkstone Drive, Loughborough, LE11 3RN",1.0003E+11,03/04/2024,02/04/2029,6
Mandatory HMO licence,CBC-578018125514,"49, Ratcliffe Road, Loughborough, LE11 1LF",1.0003E+11,25/03/2024,24/03/2029,5
Mandatory HMO licence,CBC-686740375600,"23, Palmer Avenue, Loughborough, LE11 5NH",1.0003E+11,02/05/2024,01/05/2029,6
Mandatory HMO licence,CBC-527511945648,"Model Farm House 72, Valley Road, Loughborough, LE11 3QA",1.0003E+11,16/04/2024,15/04/2029,26
Mandatory HMO licence,CBC-759433878786,"142, Byron Street, Loughborough, LE11 5JW",1.0003E+11,22/04/2024,21/04/2029,6
Mandatory HMO licence,CBC-688998306394,"25, York Road, Loughborough, LE11 3DA",1.0003E+11,27/03/2024,26/03/2029,5
Mandatory HMO licence,CBC-361383753826,"88, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,08/04/2024,07/04/2029,6
Mandatory HMO licence,CBC-040376555489,"184, Old Ashby Road, Loughborough, LE11 4PQ",1.0003E+11,20/05/2024,19/05/2029,6
Mandatory HMO licence,CBC-838516087002,"71, Storer Road, Loughborough, LE11 5EH",1.0003E+11,09/04/2024,08/04/2029,5
Mandatory HMO licence,CBC-251482517635,"14, Woodlands Drive, Loughborough, LE11 2DD",1.0003E+11,27/03/2024,26/03/2029,5
Mandatory HMO licence,CBC-232451128099,"34, Outwoods Drive, Loughborough, LE11 3LT",1.0003E+11,02/04/2024,01/04/2029,6
Mandatory HMO licence,CBC-119344643965,"68, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,09/04/2024,08/04/2029,5
Mandatory HMO licence,CBC-306912799837,"168, Ashby Road, Loughborough, LE11 3AG",1.0003E+11,28/03/2024,27/03/2029,7
Mandatory HMO licence,CBC-912141384074,"34a, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,17/05/2024,16/05/2029,5
Mandatory HMO licence,CBC-292990506860,"5, Selbourne Street, Loughborough, LE11 1BS",1.0003E+11,12/04/2024,11/04/2029,5
Mandatory HMO licence,CBC-878824861038,"133, Knightthorpe Road, Loughborough, LE11 5JR",1.0003E+11,12/04/2024,11/04/2029,8
Mandatory HMO licence,CBC-987033559849,"63, Storer Road, Loughborough, LE11 5EH",1.0003E+11,02/04/2024,01/04/2029,6
Mandatory HMO licence,CBC-028646452783,"101, Knightthorpe Road, Loughborough, LE11 5JR",1.0003E+11,12/04/2024,11/04/2029,8
Mandatory HMO licence,CBC-447597126517,"13, Cotswold Close, Loughborough, LE11 3AN",1.0003E+11,02/04/2024,01/04/2029,6
Mandatory HMO licence,CBC-494858254830,"89, Limehurst Avenue, Loughborough, LE11 1PE",1.0003E+11,02/04/2024,01/04/2029,6
Mandatory HMO licence,CBC-425441431986,"16, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,28/03/2024,27/03/2029,5
Mandatory HMO licence,CBC-931644555028,"Gladstone Cottage 117, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,11/04/2024,10/04/2029,6
Mandatory HMO licence,CBC-497707872438,"34, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,29/04/2024,28/04/2029,5
Mandatory HMO licence,CBC-395037088882,"76, Hermitage Road, Loughborough, LE11 4PE",1.0003E+11,23/05/2024,22/05/2029,6
Mandatory HMO licence,CBC-259290355515,"3, Towles Mill Queens Road, Loughborough, LE11 1GG",10004000056,06/06/2024,05/06/2029,7
Mandatory HMO licence,CBC-136595862783,"14, Towles Mill Queens Road, Loughborough, LE11 1GG",10004000066,13/06/2024,12/06/2029,6
